epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,7780.39,0.65812,0.38234,0.88042,0.94395,0.87687,0.94061,0.73194,0.67083,0.36519,0.91004,0.00612981,0.00612981,0.00612981
45,7956.45,0.65468,0.37968,0.87996,0.94435,0.8843,0.9428,0.73346,0.66632,0.36132,0.90719,0.00597754,0.00597754,0.00597754
46,8132.8,0.64886,0.37562,0.87874,0.94501,0.88532,0.9428,0.73725,0.65856,0.35872,0.9081,0.00582435,0.00582435,0.00582435
47,8308.79,0.6415,0.37288,0.87751,0.93731,0.88727,0.94429,0.73652,0.65658,0.35519,0.90575,0.0056704,0.0056704,0.0056704
48,8485.03,0.63645,0.36597,0.8726,0.93891,0.88584,0.94383,0.74214,0.65235,0.35424,0.90567,0.00551584,0.00551584,0.00551584
49,8660.91,0.63429,0.36599,0.87564,0.95148,0.88581,0.94718,0.74515,0.6523,0.35335,0.90755,0.00536081,0.00536081,0.00536081
50,8837.33,0.6307,0.36353,0.87393,0.93527,0.89473,0.9427,0.7498,0.64214,0.35142,0.90292,0.00520548,0.00520548,0.00520548
51,9013.21,0.62323,0.35781,0.8713,0.93965,0.89428,0.94535,0.74864,0.64032,0.34952,0.90314,0.00505,0.00505,0.00505
52,9189.52,0.61854,0.35605,0.86993,0.94351,0.89223,0.94664,0.74627,0.64403,0.35018,0.90709,0.00489452,0.00489452,0.00489452
53,9365.44,0.60954,0.35181,0.86769,0.93587,0.89582,0.94216,0.75044,0.64181,0.34809,0.9053,0.00473919,0.00473919,0.00473919
54,9541.7,0.60164,0.34588,0.86523,0.93373,0.89848,0.94502,0.74932,0.63736,0.3457,0.89951,0.00458416,0.00458416,0.00458416
55,9717.76,0.59909,0.34553,0.86364,0.93731,0.90716,0.94841,0.75562,0.62906,0.3426,0.89919,0.0044296,0.0044296,0.0044296
56,9893.92,0.5958,0.34119,0.86254,0.93615,0.90131,0.94621,0.75538,0.62577,0.33991,0.89933,0.00427565,0.00427565,0.00427565
57,10070.2,0.59093,0.33913,0.86019,0.94002,0.90507,0.95013,0.7593,0.62414,0.33507,0.89815,0.00412246,0.00412246,0.00412246
58,10246.3,0.58651,0.33659,0.85942,0.95324,0.89381,0.94953,0.76143,0.61935,0.33367,0.89422,0.00397019,0.00397019,0.00397019
59,10422.3,0.5812,0.33508,0.85677,0.94059,0.90674,0.94787,0.75973,0.61293,0.33632,0.89192,0.00381899,0.00381899,0.00381899
60,10598.5,0.57358,0.32965,0.85418,0.94582,0.90707,0.94941,0.7649,0.61631,0.33174,0.89376,0.00366899,0.00366899,0.00366899
61,10774.8,0.57324,0.32839,0.8577,0.93561,0.90737,0.95123,0.76438,0.61508,0.33195,0.89592,0.00352037,0.00352037,0.00352037
62,10950.9,0.56952,0.32667,0.8546,0.94631,0.903,0.94705,0.76294,0.61052,0.33033,0.89192,0.00337325,0.00337325,0.00337325
63,11132.4,0.56204,0.32157,0.852,0.95692,0.89783,0.94955,0.76667,0.60709,0.32742,0.89179,0.00322778,0.00322778,0.00322778
64,11312.4,0.55686,0.31968,0.85273,0.94521,0.91304,0.95578,0.77113,0.60028,0.32583,0.88826,0.00308412,0.00308412,0.00308412
65,11491.4,0.55124,0.31563,0.84816,0.94432,0.90516,0.95037,0.76975,0.60481,0.3254,0.8894,0.00294239,0.00294239,0.00294239
66,11676.2,0.54327,0.31003,0.84445,0.94724,0.90962,0.9505,0.77624,0.59843,0.32312,0.88788,0.00280275,0.00280275,0.00280275
67,11856.2,0.53883,0.30908,0.84649,0.95152,0.90308,0.95052,0.77401,0.59808,0.32479,0.88923,0.00266532,0.00266532,0.00266532
68,12039.1,0.53766,0.30917,0.84404,0.94274,0.91106,0.95372,0.77595,0.59593,0.32195,0.88653,0.00253024,0.00253024,0.00253024
69,12215.2,0.5292,0.30292,0.84162,0.95254,0.91093,0.95605,0.77654,0.59345,0.32036,0.88887,0.00239766,0.00239766,0.00239766
70,12391.3,0.52909,0.30246,0.8437,0.94526,0.90344,0.95445,0.77836,0.59089,0.32334,0.88738,0.00226769,0.00226769,0.00226769
71,12567.5,0.5241,0.29853,0.8429,0.95506,0.90627,0.95131,0.77975,0.59041,0.32163,0.88815,0.00214046,0.00214046,0.00214046
72,12743.8,0.52146,0.29744,0.84094,0.9455,0.91509,0.9539,0.77797,0.59163,0.32274,0.88761,0.00201611,0.00201611,0.00201611
73,12920,0.51515,0.29531,0.84114,0.95161,0.91218,0.95333,0.77975,0.58678,0.32036,0.88837,0.00189475,0.00189475,0.00189475
74,13096.2,0.5128,0.29239,0.83944,0.93497,0.91649,0.95439,0.77997,0.58373,0.31843,0.88535,0.00177651,0.00177651,0.00177651
75,13272.4,0.50476,0.28876,0.83584,0.94687,0.91191,0.95452,0.78113,0.58386,0.3175,0.88427,0.00166149,0.00166149,0.00166149
76,13448.7,0.50208,0.28886,0.83483,0.94345,0.91615,0.95558,0.78203,0.58172,0.31763,0.88396,0.00154982,0.00154982,0.00154982
77,13625,0.4979,0.28441,0.83668,0.94855,0.92395,0.95654,0.78421,0.58079,0.31554,0.88476,0.00144161,0.00144161,0.00144161
78,13801.2,0.49641,0.28477,0.83357,0.95098,0.91839,0.95729,0.78615,0.57952,0.31465,0.88431,0.00133695,0.00133695,0.00133695
79,13977.6,0.48989,0.28189,0.83275,0.95319,0.9097,0.95524,0.78865,0.57564,0.31348,0.88286,0.00123596,0.00123596,0.00123596
80,14153.5,0.48638,0.27835,0.83272,0.95761,0.90516,0.95537,0.79096,0.57464,0.31457,0.8838,0.00113873,0.00113873,0.00113873
81,14329.5,0.4854,0.2798,0.83244,0.95356,0.91189,0.95654,0.78659,0.57589,0.31409,0.88412,0.00104537,0.00104537,0.00104537
82,14517.8,0.48291,0.27779,0.82977,0.94891,0.91234,0.95407,0.78663,0.5749,0.31454,0.88476,0.000955951,0.000955951,0.000955951
83,14706.5,0.48026,0.27556,0.8311,0.95466,0.91436,0.9567,0.78829,0.5739,0.31308,0.88372,0.000870577,0.000870577,0.000870577
84,14892.6,0.47567,0.27293,0.82743,0.93936,0.92446,0.95754,0.78733,0.57312,0.31193,0.88387,0.000789327,0.000789327,0.000789327
85,15070.1,0.47001,0.27037,0.82805,0.93819,0.92597,0.95752,0.79027,0.57228,0.3118,0.88311,0.000712282,0.000712282,0.000712282
86,15246.3,0.4721,0.27116,0.82883,0.94778,0.91779,0.95834,0.79022,0.5717,0.31084,0.88386,0.000639518,0.000639518,0.000639518
87,15422.2,0.46977,0.26966,0.82691,0.95161,0.91458,0.95759,0.78975,0.57007,0.31148,0.88312,0.000571106,0.000571106,0.000571106
88,15598.2,0.46879,0.26825,0.82763,0.95889,0.91302,0.95654,0.78975,0.56901,0.31021,0.8826,0.000507115,0.000507115,0.000507115
89,15774.3,0.46377,0.26695,0.82536,0.95418,0.91381,0.95612,0.79004,0.56907,0.3102,0.88256,0.000447606,0.000447606,0.000447606
90,15950.3,0.46219,0.26642,0.82688,0.94992,0.91731,0.95618,0.79005,0.56953,0.31076,0.88325,0.00039264,0.00039264,0.00039264
91,16138.4,0.45897,0.25628,0.82064,0.93835,0.91982,0.95256,0.78275,0.58157,0.31608,0.88766,0.00034227,0.00034227,0.00034227
92,16313.5,0.44229,0.24679,0.81427,0.94525,0.91024,0.95347,0.7849,0.58064,0.31552,0.8873,0.000296546,0.000296546,0.000296546
93,16488.5,0.43908,0.24698,0.81343,0.95045,0.90931,0.9535,0.7858,0.57826,0.31599,0.88589,0.000255513,0.000255513,0.000255513
94,16663.6,0.43513,0.24453,0.8128,0.94808,0.91023,0.9546,0.78564,0.57705,0.31627,0.88439,0.000219212,0.000219212,0.000219212
95,16838.7,0.43468,0.24393,0.81202,0.95138,0.91207,0.95494,0.7856,0.57603,0.31598,0.88434,0.000187678,0.000187678,0.000187678
96,17013.8,0.43023,0.24242,0.81229,0.95058,0.91023,0.95478,0.78716,0.57369,0.31459,0.88421,0.000160943,0.000160943,0.000160943
97,17189,0.42879,0.24073,0.81099,0.94984,0.91009,0.95525,0.78752,0.57304,0.31358,0.88389,0.000139032,0.000139032,0.000139032
98,17364.6,0.43061,0.24181,0.81286,0.95196,0.91103,0.95629,0.78819,0.57326,0.31401,0.88423,0.000121968,0.000121968,0.000121968
99,17539.6,0.42602,0.24036,0.81183,0.95604,0.90897,0.95605,0.78774,0.57282,0.31422,0.88429,0.000109768,0.000109768,0.000109768
100,17714.8,0.42551,0.23985,0.81076,0.9479,0.91158,0.9561,0.78727,0.57245,0.31504,0.88402,0.000102443,0.000102443,0.000102443
