epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,18365.5,0.56821,0.33717,0.84337,0.94567,0.89064,0.95211,0.76689,0.61192,0.34553,0.87263,0.00337325,0.00337325,0.00337325
63,18570,0.56682,0.33833,0.84438,0.92682,0.90991,0.95181,0.77346,0.60584,0.34514,0.87147,0.00322778,0.00322778,0.00322778
64,18935,0.5616,0.33409,0.84318,0.94474,0.89946,0.94938,0.77427,0.59812,0.34297,0.869,0.00308412,0.00308412,0.00308412
65,19141.8,0.55425,0.33125,0.83982,0.95057,0.89571,0.95155,0.77716,0.59851,0.34328,0.86919,0.00294239,0.00294239,0.00294239
66,19556.6,0.54709,0.32602,0.83876,0.94234,0.90175,0.95171,0.77422,0.59858,0.34176,0.87002,0.00280275,0.00280275,0.00280275
67,19761.9,0.54783,0.32571,0.83813,0.95441,0.90403,0.9553,0.77952,0.59389,0.33732,0.86862,0.00266532,0.00266532,0.00266532
68,19971.2,0.5413,0.32226,0.83743,0.95696,0.89922,0.95331,0.7806,0.58992,0.33572,0.86725,0.00253024,0.00253024,0.00253024
69,20384.4,0.53738,0.31873,0.83508,0.94585,0.90628,0.95555,0.78313,0.58977,0.33618,0.86647,0.00239766,0.00239766,0.00239766
70,20800.4,0.53149,0.31659,0.83577,0.95139,0.90159,0.95459,0.78065,0.58926,0.33406,0.86802,0.00226769,0.00226769,0.00226769
71,21217.2,0.52579,0.31191,0.8325,0.95488,0.90533,0.95552,0.78184,0.58617,0.33171,0.86639,0.00214046,0.00214046,0.00214046
72,21421,0.52348,0.31202,0.83409,0.94686,0.90122,0.95541,0.78343,0.58355,0.33284,0.86446,0.00201611,0.00201611,0.00201611
73,21627.1,0.51792,0.30876,0.8321,0.9505,0.90126,0.95548,0.78406,0.58056,0.33115,0.864,0.00189475,0.00189475,0.00189475
74,22039,0.51879,0.30887,0.83079,0.94074,0.90699,0.95343,0.78626,0.57957,0.33035,0.8649,0.00177651,0.00177651,0.00177651
75,22422.2,0.51456,0.30464,0.83068,0.94135,0.91027,0.95763,0.78657,0.57878,0.32742,0.86476,0.00166149,0.00166149,0.00166149
76,22623,0.5028,0.29978,0.82845,0.95423,0.90542,0.96026,0.78763,0.57482,0.32431,0.86337,0.00154982,0.00154982,0.00154982
77,22833.2,0.50247,0.29949,0.82766,0.95157,0.91272,0.95844,0.78936,0.57325,0.32715,0.86314,0.00144161,0.00144161,0.00144161
78,23038.5,0.50005,0.29911,0.82744,0.95186,0.90671,0.95783,0.7914,0.57243,0.32848,0.8644,0.00133695,0.00133695,0.00133695
79,23244.2,0.49625,0.29677,0.82606,0.93806,0.91848,0.95864,0.79082,0.57191,0.32716,0.86407,0.00123596,0.00123596,0.00123596
80,23471.9,0.49397,0.29355,0.82531,0.94456,0.91529,0.95911,0.79183,0.57019,0.32528,0.86253,0.00113873,0.00113873,0.00113873
81,23896.7,0.48881,0.29231,0.82495,0.94781,0.91447,0.95628,0.79304,0.56896,0.32535,0.86184,0.00104537,0.00104537,0.00104537
82,24123.8,0.48323,0.28898,0.82253,0.93627,0.92593,0.95725,0.79354,0.56817,0.32555,0.86209,0.000955951,0.000955951,0.000955951
83,24336.9,0.48198,0.28808,0.82482,0.94653,0.91981,0.95835,0.79338,0.56758,0.32439,0.86246,0.000870577,0.000870577,0.000870577
84,24787.9,0.47996,0.28592,0.82297,0.93686,0.92389,0.95861,0.7945,0.56884,0.32316,0.86295,0.000789327,0.000789327,0.000789327
85,25014.5,0.47802,0.28473,0.82171,0.94943,0.91376,0.95868,0.79336,0.5668,0.32386,0.86264,0.000712282,0.000712282,0.000712282
86,25230.5,0.47683,0.28439,0.82467,0.95258,0.90776,0.9594,0.79526,0.56473,0.32342,0.86188,0.000639518,0.000639518,0.000639518
87,25461,0.47122,0.28065,0.82202,0.95307,0.9099,0.95775,0.79399,0.56358,0.32289,0.86224,0.000571106,0.000571106,0.000571106
88,25669.9,0.47169,0.28146,0.82113,0.95707,0.9076,0.958,0.7952,0.5631,0.32199,0.86189,0.000507115,0.000507115,0.000507115
89,26083.6,0.46922,0.28005,0.82044,0.95462,0.91422,0.95941,0.79608,0.56369,0.32156,0.86195,0.000447606,0.000447606,0.000447606
90,26509.3,0.46256,0.2781,0.81927,0.95525,0.90989,0.9586,0.79719,0.56333,0.32109,0.86114,0.00039264,0.00039264,0.00039264
91,26722,0.46219,0.26892,0.8113,0.95876,0.90744,0.95719,0.79084,0.57169,0.32522,0.86318,0.00034227,0.00034227,0.00034227
92,26910.9,0.44729,0.2612,0.80976,0.95501,0.9099,0.95654,0.79051,0.5712,0.32654,0.86287,0.000296546,0.000296546,0.000296546
93,27277.3,0.44434,0.25995,0.81004,0.95894,0.90768,0.95687,0.79105,0.57056,0.32468,0.86312,0.000255513,0.000255513,0.000255513
94,27468,0.43668,0.25639,0.80711,0.95865,0.90867,0.95844,0.79261,0.56872,0.32353,0.86263,0.000219212,0.000219212,0.000219212
95,27657.6,0.43697,0.25751,0.80735,0.9599,0.9077,0.95828,0.79276,0.56839,0.32329,0.86269,0.000187678,0.000187678,0.000187678
96,27847.5,0.43536,0.25533,0.80666,0.96075,0.90617,0.95692,0.79532,0.5674,0.32272,0.86251,0.000160943,0.000160943,0.000160943
97,28070.3,0.4316,0.2545,0.80697,0.96191,0.90437,0.9577,0.79609,0.56683,0.32235,0.86224,0.000139032,0.000139032,0.000139032
98,28259.8,0.43228,0.25413,0.80617,0.96344,0.90335,0.95735,0.79628,0.56627,0.32219,0.86219,0.000121968,0.000121968,0.000121968
99,28464.9,0.43066,0.2532,0.80768,0.96378,0.903,0.95736,0.79687,0.5654,0.32162,0.862,0.000109768,0.000109768,0.000109768
100,28874.4,0.4312,0.25386,0.80666,0.96306,0.90257,0.95744,0.79762,0.56461,0.32174,0.86186,0.000102443,0.000102443,0.000102443
