epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,2821.26,0.94236,0.60902,0.96052,0.88474,0.75442,0.85601,0.58979,0.89415,0.54919,0.95954,0.00959289,0.00959289,0.00959289
15,3018.28,0.93155,0.59688,0.95467,0.8343,0.76205,0.83501,0.57698,0.89589,0.56149,0.95892,0.00952889,0.00952889,0.00952889
16,3215.16,0.92616,0.59279,0.95432,0.88951,0.75193,0.84684,0.5827,0.89237,0.55815,0.95565,0.00946048,0.00946048,0.00946048
17,3411.4,0.91163,0.58076,0.9474,0.8897,0.7938,0.87883,0.61705,0.85871,0.52435,0.94572,0.00938772,0.00938772,0.00938772
18,3607.69,0.90019,0.57314,0.94609,0.8764,0.77524,0.87402,0.61477,0.86109,0.51856,0.9487,0.00931067,0.00931067,0.00931067
19,3804.09,0.89405,0.56439,0.94224,0.89174,0.78663,0.88032,0.61697,0.85642,0.51156,0.94384,0.00922942,0.00922942,0.00922942
20,4000.49,0.87832,0.55157,0.93797,0.90327,0.80875,0.88603,0.62496,0.84679,0.50547,0.94151,0.00914405,0.00914405,0.00914405
21,4203.52,0.87518,0.548,0.93597,0.88383,0.82419,0.89204,0.63556,0.83074,0.50777,0.93584,0.00905463,0.00905463,0.00905463
22,4449.99,0.86155,0.53903,0.93275,0.89832,0.8223,0.89276,0.6407,0.82552,0.49419,0.93621,0.00896127,0.00896127,0.00896127
23,4646.77,0.85726,0.535,0.93149,0.89182,0.81563,0.8889,0.63952,0.82528,0.48357,0.93419,0.00886404,0.00886404,0.00886404
24,4842.79,0.8466,0.52726,0.92969,0.89441,0.83413,0.90088,0.64819,0.81382,0.48477,0.92875,0.00876305,0.00876305,0.00876305
25,5039.1,0.83891,0.52325,0.92467,0.88849,0.82687,0.89906,0.65756,0.79936,0.47066,0.92625,0.00865839,0.00865839,0.00865839
26,5235.34,0.82981,0.51332,0.92145,0.88572,0.84742,0.90782,0.66488,0.79877,0.46785,0.92519,0.00855018,0.00855018,0.00855018
27,5431.31,0.82357,0.50755,0.91773,0.91336,0.83497,0.90654,0.66,0.78925,0.46285,0.9222,0.00843851,0.00843851,0.00843851
28,5626.81,0.81299,0.49697,0.9157,0.91622,0.84636,0.91178,0.66623,0.78652,0.45379,0.91973,0.00832349,0.00832349,0.00832349
29,5822.82,0.81073,0.49722,0.91515,0.90908,0.83829,0.91084,0.67396,0.78464,0.45572,0.91907,0.00820525,0.00820525,0.00820525
30,6019.01,0.80195,0.4923,0.91313,0.90308,0.85159,0.91273,0.67078,0.77429,0.45567,0.9153,0.00808389,0.00808389,0.00808389
31,6214.99,0.7969,0.48548,0.90826,0.90365,0.85212,0.9145,0.68045,0.76864,0.4454,0.91355,0.00795954,0.00795954,0.00795954
32,6411.58,0.79139,0.48314,0.91038,0.89292,0.85853,0.92028,0.68098,0.76425,0.43837,0.91305,0.00783231,0.00783231,0.00783231
33,6607.48,0.78454,0.47835,0.90541,0.93042,0.84622,0.92489,0.6891,0.75711,0.43692,0.91098,0.00770234,0.00770234,0.00770234
34,6804.48,0.77466,0.47076,0.90361,0.90679,0.87219,0.92523,0.69076,0.75557,0.43282,0.9138,0.00756976,0.00756976,0.00756976
35,7000.81,0.76177,0.46592,0.89849,0.90595,0.86116,0.92373,0.6886,0.75017,0.43178,0.90734,0.00743468,0.00743468,0.00743468
36,7196.79,0.76598,0.46333,0.90171,0.91106,0.86279,0.92339,0.69296,0.75318,0.43284,0.91068,0.00729725,0.00729725,0.00729725
37,7393.71,0.75997,0.46022,0.8977,0.91433,0.8625,0.9276,0.69856,0.73708,0.42009,0.90415,0.00715761,0.00715761,0.00715761
38,7590.36,0.74746,0.45169,0.89457,0.90979,0.86645,0.92795,0.70098,0.72776,0.41603,0.90224,0.00701588,0.00701588,0.00701588
39,7786.06,0.74309,0.44759,0.89275,0.90448,0.87573,0.92742,0.70341,0.72371,0.41556,0.90247,0.00687222,0.00687222,0.00687222
40,7982.45,0.73681,0.44576,0.8904,0.91771,0.86027,0.93266,0.70885,0.72298,0.4133,0.89776,0.00672675,0.00672675,0.00672675
41,8178.94,0.73391,0.44227,0.88894,0.90839,0.87582,0.93235,0.70712,0.72171,0.4067,0.89841,0.00657963,0.00657963,0.00657963
42,8374.87,0.72185,0.43314,0.88558,0.93449,0.87692,0.93595,0.71701,0.71364,0.40169,0.89913,0.00643101,0.00643101,0.00643101
43,8570.76,0.71919,0.42906,0.8838,0.93757,0.86993,0.93657,0.71515,0.71244,0.40364,0.89509,0.00628101,0.00628101,0.00628101
44,8766.25,0.71474,0.42753,0.88174,0.92,0.87992,0.93297,0.72129,0.70624,0.39804,0.8948,0.00612981,0.00612981,0.00612981
45,8962.05,0.70923,0.42168,0.88177,0.93213,0.86836,0.9375,0.72148,0.70156,0.39959,0.89213,0.00597754,0.00597754,0.00597754
46,9157.96,0.69921,0.41925,0.87762,0.92148,0.88567,0.94052,0.72372,0.69316,0.38971,0.88782,0.00582435,0.00582435,0.00582435
47,9354.05,0.69922,0.41554,0.8791,0.90627,0.8928,0.9403,0.73103,0.6914,0.38682,0.89076,0.0056704,0.0056704,0.0056704
48,9550.9,0.6917,0.41235,0.87754,0.92763,0.87754,0.93781,0.72769,0.68926,0.38641,0.8873,0.00551584,0.00551584,0.00551584
49,9747.38,0.68469,0.40832,0.87352,0.92268,0.89232,0.94042,0.73269,0.68538,0.38109,0.8878,0.00536081,0.00536081,0.00536081
50,9943.65,0.67843,0.40432,0.87427,0.92724,0.89593,0.94124,0.73343,0.68457,0.38004,0.88801,0.00520548,0.00520548,0.00520548
51,10140,0.67766,0.40482,0.87129,0.92392,0.89889,0.94203,0.73387,0.68119,0.3779,0.8881,0.00505,0.00505,0.00505
52,10336.3,0.6697,0.40075,0.8705,0.92611,0.87973,0.94143,0.73983,0.67489,0.37768,0.88472,0.00489452,0.00489452,0.00489452
53,10532.3,0.66427,0.39562,0.86852,0.93885,0.88364,0.94721,0.74296,0.67039,0.37269,0.88224,0.00473919,0.00473919,0.00473919
54,10728.6,0.65671,0.38996,0.86743,0.93391,0.88573,0.94336,0.73962,0.66715,0.36701,0.88305,0.00458416,0.00458416,0.00458416
55,10925,0.64924,0.38328,0.8624,0.92274,0.89897,0.94389,0.73958,0.66256,0.36959,0.8819,0.0044296,0.0044296,0.0044296
56,11121,0.64831,0.38404,0.86402,0.92872,0.89826,0.94743,0.74375,0.6595,0.36905,0.87898,0.00427565,0.00427565,0.00427565
57,11317.3,0.64278,0.38011,0.86115,0.93374,0.88698,0.94541,0.74449,0.65773,0.36673,0.87956,0.00412246,0.00412246,0.00412246
58,11513.3,0.63285,0.37424,0.85889,0.92275,0.89958,0.94753,0.75147,0.6537,0.36246,0.87645,0.00397019,0.00397019,0.00397019
59,11709.3,0.6316,0.37431,0.85834,0.93937,0.88685,0.94895,0.74905,0.64966,0.36178,0.87623,0.00381899,0.00381899,0.00381899
60,11905.1,0.62505,0.37094,0.85819,0.94403,0.87774,0.94612,0.74963,0.64823,0.35805,0.8755,0.00366899,0.00366899,0.00366899
61,12101.4,0.62146,0.36746,0.85541,0.92402,0.90348,0.9508,0.75307,0.64249,0.35568,0.87374,0.00352037,0.00352037,0.00352037
62,12297.4,0.61351,0.36192,0.85267,0.92622,0.90364,0.94984,0.75232,0.63899,0.3536,0.87314,0.00337325,0.00337325,0.00337325
63,12493.5,0.61068,0.35992,0.85297,0.92671,0.90489,0.94768,0.75386,0.63751,0.35622,0.87397,0.00322778,0.00322778,0.00322778
64,12690.3,0.60126,0.35534,0.85083,0.94245,0.89854,0.94771,0.75575,0.63314,0.3495,0.87359,0.00308412,0.00308412,0.00308412
65,12886.7,0.6003,0.3543,0.85013,0.93344,0.90592,0.94994,0.75878,0.63017,0.35091,0.87167,0.00294239,0.00294239,0.00294239
66,13082.7,0.59511,0.35232,0.85118,0.94528,0.89751,0.95011,0.75751,0.63291,0.3483,0.87111,0.00280275,0.00280275,0.00280275
67,13278.8,0.58919,0.34673,0.84762,0.9466,0.88914,0.94967,0.76096,0.6293,0.34829,0.87191,0.00266532,0.00266532,0.00266532
68,13474.9,0.58464,0.34431,0.84692,0.94213,0.89427,0.94877,0.75756,0.6264,0.34537,0.86966,0.00253024,0.00253024,0.00253024
69,13671.1,0.57574,0.34133,0.8451,0.94293,0.89511,0.94855,0.76046,0.62575,0.3458,0.86906,0.00239766,0.00239766,0.00239766
70,13867.6,0.57511,0.34023,0.84476,0.93514,0.89331,0.94699,0.7639,0.62259,0.34274,0.86873,0.00226769,0.00226769,0.00226769
71,14064.4,0.56982,0.33641,0.84208,0.94428,0.89764,0.94942,0.7681,0.6193,0.34174,0.8688,0.00214046,0.00214046,0.00214046
72,14260.3,0.56661,0.33445,0.84237,0.93532,0.90019,0.95074,0.76597,0.61935,0.34169,0.86802,0.00201611,0.00201611,0.00201611
73,14456.1,0.5611,0.33054,0.84088,0.93594,0.90413,0.95083,0.76406,0.61775,0.34142,0.86735,0.00189475,0.00189475,0.00189475
74,14652.3,0.5534,0.32829,0.8389,0.94167,0.9009,0.95055,0.76706,0.61433,0.34025,0.86593,0.00177651,0.00177651,0.00177651
75,14848,0.55313,0.32639,0.83842,0.94712,0.89713,0.95083,0.76295,0.61343,0.33794,0.86529,0.00166149,0.00166149,0.00166149
76,15044.2,0.54946,0.32568,0.83753,0.92845,0.91041,0.9502,0.76842,0.61068,0.33645,0.86526,0.00154982,0.00154982,0.00154982
77,15239.7,0.54664,0.3218,0.83747,0.95016,0.90264,0.95019,0.77129,0.60803,0.335,0.86462,0.00144161,0.00144161,0.00144161
78,15435.7,0.54012,0.31988,0.83469,0.9418,0.90287,0.95188,0.7724,0.60543,0.33366,0.86238,0.00133695,0.00133695,0.00133695
79,15631.3,0.5387,0.31789,0.83536,0.93891,0.90945,0.95115,0.77034,0.60476,0.33306,0.86343,0.00123596,0.00123596,0.00123596
80,15827.8,0.53588,0.31561,0.83373,0.94181,0.90503,0.95297,0.7713,0.60514,0.33294,0.86419,0.00113873,0.00113873,0.00113873
81,16024.1,0.53011,0.31426,0.83327,0.9416,0.90401,0.95409,0.77264,0.60418,0.33095,0.86421,0.00104537,0.00104537,0.00104537
82,16220.4,0.52902,0.31308,0.83241,0.94116,0.90978,0.95421,0.76993,0.60539,0.3287,0.86514,0.000955951,0.000955951,0.000955951
83,16416.8,0.52621,0.31129,0.83148,0.94345,0.90941,0.95356,0.77134,0.60316,0.32789,0.86434,0.000870577,0.000870577,0.000870577
84,16613.2,0.52179,0.30959,0.83244,0.94932,0.90563,0.95237,0.77617,0.60113,0.32734,0.86429,0.000789327,0.000789327,0.000789327
85,16809.8,0.52003,0.30616,0.83069,0.94743,0.9046,0.95305,0.77476,0.60146,0.32797,0.86381,0.000712282,0.000712282,0.000712282
86,17006.4,0.52142,0.30692,0.82983,0.95096,0.90186,0.95261,0.77424,0.60105,0.32624,0.86332,0.000639518,0.000639518,0.000639518
87,17202.8,0.51574,0.30529,0.83054,0.95283,0.90223,0.95322,0.7758,0.59931,0.32635,0.86295,0.000571106,0.000571106,0.000571106
88,17399.1,0.51047,0.30266,0.82706,0.95077,0.90599,0.95473,0.77698,0.59816,0.32709,0.86269,0.000507115,0.000507115,0.000507115
89,17595.4,0.51138,0.30344,0.82899,0.95659,0.90094,0.95461,0.7774,0.59688,0.32555,0.8626,0.000447606,0.000447606,0.000447606
90,17791.3,0.50781,0.30139,0.82699,0.95875,0.9002,0.95319,0.77639,0.59583,0.325,0.8623,0.00039264,0.00039264,0.00039264
91,17978.6,0.49456,0.28291,0.81666,0.95897,0.89676,0.9497,0.77174,0.60285,0.32932,0.86444,0.00034227,0.00034227,0.00034227
92,18166.1,0.48311,0.27855,0.81536,0.95642,0.89945,0.95003,0.7716,0.60307,0.33052,0.86434,0.000296546,0.000296546,0.000296546
93,18353.5,0.47996,0.27802,0.81578,0.96175,0.89719,0.95037,0.77224,0.6022,0.32944,0.86384,0.000255513,0.000255513,0.000255513
94,18540.5,0.47429,0.27432,0.81329,0.96543,0.89753,0.9502,0.7729,0.60105,0.32897,0.86361,0.000219212,0.000219212,0.000219212
95,18728.6,0.47331,0.27474,0.81343,0.96336,0.89669,0.95036,0.77452,0.59971,0.32844,0.86328,0.000187678,0.000187678,0.000187678
96,18916.3,0.47345,0.27343,0.81218,0.96432,0.89495,0.95128,0.7754,0.59941,0.32925,0.86315,0.000160943,0.000160943,0.000160943
97,19103.7,0.47092,0.27182,0.81256,0.96343,0.89514,0.95097,0.77653,0.59892,0.32919,0.86289,0.000139032,0.000139032,0.000139032
98,19291.4,0.46701,0.27134,0.81123,0.95771,0.89699,0.95096,0.77566,0.59806,0.32906,0.86275,0.000121968,0.000121968,0.000121968
99,19479.1,0.46822,0.27049,0.81295,0.959,0.89536,0.95172,0.7762,0.59725,0.32908,0.86249,0.000109768,0.000109768,0.000109768
100,19666.7,0.46433,0.26967,0.81062,0.95953,0.89708,0.9511,0.77663,0.59681,0.32907,0.86238,0.000102443,0.000102443,0.000102443
